Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,451158347880.237,501197343286.419,1539477359425.41,1738127377791.99,1806534337271.99,1958696313708.41,1560339195776.8,1407794580336.84,1440153462302.17,1572829705560.61,1661765815317.45,1508644836830.91
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,139531995232.513,176405809348.1,559476597826.001,579141767026.551,650020934455.225,687772113939.376,660137574454.023,668494140790.382,720193577997.662,768422112077.273,789831743959.288,797697289590.406
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,18934047464171.2,27690169149650.2,49109480602797.6,49159087672430.2,49750908505726.5,50836230895596.5,48055867599598.7,49096222099382.5,51317176380343.4,54557477581503.8,55045647599804.8,53461077539109.3
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3517668586759.41,5850631756845.23,23696138171256.5,25189109238990.9,26606911798876.8,27504267603927.4,25777855012106.7,25985815318089,28680103566456.8,30478923454219.6,31184076970102,29900583521576.8
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,3865851524969.99,6385858732482.85,25368729260308.7,26954652148902.7,28527644003843.4,29559228896028.4,27795215937749.3,27944071146475.4,30704487501895.7,32623821519669.5,33422564858176.3,32139314724146.1
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,146299215216.149,206705099958.278,814197671741.154,900516869460.178,977960758120.661,1049228964549.63,1011433451408.63,942117764046.8,925118884014.572,966188380162.912,998391254201.582,961669400838.282
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,201174765534.279,329945683301.963,858491015302.445,864900430446.951,942771446845.952,1005732327551.44,1005056077436.73,1015969363852.14,1100367908800.73,1179942494586.42,1240944011863.71,1278442378837.88
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,347531117301.83,535654571182.54,1672506445983.61,1765425258525.31,1920732204966.61,2054961292101.08,2016489528845.36,1958087127898.94,2025486792815.3,2146130874749.33,2239335266065.3,2239424393002.2
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,1946877337292.49,3402666635857.83,16462146265737.5,17609867998265.3,18979037746812.3,19701784590184.2,18473004305920.9,18520215439507.4,20551282326381.3,22531965339672.5,22958638272110.5,22433389417760
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1107710184716.12,2291889370138.06,6086927015359.81,6150388245718.43,6303267059984.83,6426942883850.92,5370990480732.64,5249213832711.21,5830526163632.23,5703878670404.75,5627255688192.68,4725519821856.69
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,969955036768.965,1980738589443.26,5310062551611.88,5288238994746.05,5431528584794.47,5460423914795.15,4652915580734.16,4527263970326.23,5047188672357.17,4905598920400.61,4849397095732.19,4035270946811.09
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1038065372867.68,2177400505299.62,5885157581447.08,5942534525836.95,6090591227709.33,6209687027074.93,5142581183179.61,5014502216212.06,5590908813814.5,5462065046113.99,5376512716922.1,4478206456171.96
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,151769014552.858,217725657627.925,776258122421.158,815688252970.839,893888138674.141,963349568034.599,946180216400.621,936300776403.567,1025443701461.53,1063215566761.73,1107362458211.5,1114278182953.05
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3722584142679.29,6002721296961.37,24227089925208.7,25771548477079.8,27317543283463.3,28239015205215,26797210771637.8,26945295092752.2,29595883137001.7,31412370428414.3,32220208388558.1,30993151083682.1
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,111023037406.573,188438378200.679,403961717711.885,384447795530.725,395478031005.28,423854169973.91,418166107033.512,387204228271.268,409137806152.78,425614516516.61,448440169081.511,459729949563.423
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,1030479694466.94,1507446414530.88,5935836124467.99,6230149293706.56,6343694020447.03,6596912130744.29,6458585149777.88,6737458245945.12,7246520795601.96,7346924046154.44,7735772656431.27,7384772400818.06
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,800911182301.429,1046434254191.58,3287583543837.69,3557445838296.86,3508653077435.23,3524657942442.77,3095509625416.13,3105138845524.55,3225517205255.14,3368284061892.69,3406149805140.73,3035580428041.81
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,507139807872.787,532013694132.4,1565628375271.21,1699939010902.07,1571815091867.65,1547656462442.83,1385866266853.23,1403896677724.43,1384689900925.74,1320216563622.83,1343535630261.11,1195745981528.4
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,502613125061.16,527700094132.4,1554442275271.21,1687730610902.07,1558299591867.65,1533666762442.83,1371893866853.23,1388491277724.43,1368561900925.74,1303939963622.84,1326402130261.11,1180179221398
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3613924993280.27,5819856072472.66,23825999777911.6,25387752941965.9,26922118067747.4,27815839699399.7,26380350797716.6,26558023228732.3,29186000510333.6,30985606994094.4,31771082836908,30535343464998.6
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6558665950908.47,11000599098931.6,17342220425174.5,18031752018521.6,18637912373835,19339327561439.9,19801463926217.1,20279970339907.4,21199387143244.1,22344414455783,23182723855482.3,22605296107568.4
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,18798023223111.9,27613249819170.1,48610827426814.3,48580091683230.5,49230642034494.1,50263889809025.3,47463898846648,48397984326277.6,50501618709816.2,53469075642165.5,53983129759722.6,52392675685741.2
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,54434614979.3292,91409484061.6568,396935260715.642,414204036938.196,432280813993.555,446198800396.374,369944240893.982,365871050813.934,398011979849.432,441549513063.081,432772412402.879,375853309054.965
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2351149203.55072,3444921969.80607,7713181064.07788,8186804963.31876,8498136739.25014,9226234550.7989,9019345253.78121,9456355295.65444,10212037558.4144,10656209172.6383,10641343380.1528,9530487871.90819
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,18350048061415.1,26380608834749.3,45786834754035.7,45736830487196.8,46190856863374.7,47132834889148.1,44639629214327.1,45663052438816.6,47592585202958.4,50485659285623,50983772698324.3,49594473170967.9
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,370608433032.483,277551252554.826,1199642640459.08,1306390237930.62,1435831507918.79,1511292036256.77,1318251883991.98,1205554683338.89,1258665620177.51,1344631255020.84,1407737206758.23,1293147607836.51
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,74735513586.8836,129062581247.978,474316713512.627,494441957225.314,514124360196.714,529895957927.516,452206885980.765,444926108167.461,479917651624.9,527518555673.901,519587425264.176,451423668844.166
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,407187370820.237,630429061929.228,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.5,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.1
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,407187370820.238,630429061929.228,2274546308870.42,2300089514184.29,2359608787133.33,2584563411971.5,2699434735086.46,2926447614196.87,3348108849820.74,3436593922937.52,3597252024123.45,3386420411905.1
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,333961210836.517,423087770312.556,1614001424232.48,1677883344952.53,1785030038804.6,1849773690999.14,1680659709871,1563897897523.55,1669097279286.27,1754544849278.58,1804482330027.71,1705379934850.61
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,333592815221.553,422468703746.119,1612935944871.59,1676823602749.27,1783701881195.77,1848430683154.1,1679282214816.95,1562471245754.72,1667569037259.91,1752997158519.13,1802899488968.81,1704320048486.98
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,333961210836.517,423087770312.556,1614001424232.48,1677883344952.53,1785030038804.6,1849773690999.14,1680659709871,1563897897523.55,1669097279286.28,1754544849278.58,1804482330027.71,1705379934850.61
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2588194433617.7,4312394262751.61,17890163653443.7,19157603648259.3,20578424047300.4,21218927568655.4,19921765647938.7,19820564982787.2,21939479714731.7,23638682947940,24035310180476.7,23150665555175.7
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22699238380982.9,33815965497462.6,73653745496223.1,75312277992941.6,77439507217123.8,79557660119700,75112444159420.1,76305058874647.8,81193291658568.8,86267600625419.4,87568054407493.1,84746979120044.5
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/15/2022,,,,,,,,,,,,,,,
